source,statement,description,link
Gwen Moore,"“If you’re a low-wage worker and you’re single and don’t have children, we’re literally taxing you into poverty.""","stated on October 30, 2021 in TV interview:",https://www.politifact.com/factchecks/2021/nov/11/gwen-moore/yes-it-possible-low-wage-workers-be-taxed-poverty/
Viral image,"""The 550 U.S. billionaires together are worth $2.5 trillion. If we confiscated 100% of their wealth, we'd raise enough to run the federal government for less than eight months.""","stated on October 23, 2019 in a Facebook post:",https://www.politifact.com/factchecks/2021/nov/02/viral-image/confiscating-us-billionaires-wealth-would-run-us-g/
Thom Tillis,"""Gas in North Carolina increased 14 cents per gallon this past week, the highest in the nation.""","stated on October 26, 2021 in a tweet:",https://www.politifact.com/factchecks/2021/oct/29/thom-tillis/tillis-gas-prices-more-north-carolina-any-other-st/
Ben Wikler,"Says Rebecca Kleefisch played a key role in the Foxconn deal, “the largest attempted government handout to a foreign company in American history.""","stated on September 23, 2021 in Twitter:",https://www.politifact.com/factchecks/2021/oct/26/ben-wikler/yes-foxconn-deal-was-largest-government-incentive-/
Chuck Grassley,"""Welcome 2 Pres Biden’s America where inflation is costing households an extra $175 a month.”","stated on October 19, 2021 in a tweet:",https://www.politifact.com/factchecks/2021/oct/21/chuck-grassley/inflation-costs-consumers-are-real-explanation/
Joe Biden,“Raising the debt limit is paying our old debts. It has nothing to do with new spending.”,"stated on October 6, 2021 in remarks at the White House:",https://www.politifact.com/factchecks/2021/oct/13/joe-biden/joe-biden-right-debt-limit-increase-has-nothing-do/
Patrick Testin,"""The vast majority of the (refugees) coming into Fort McCoy are not the SIVs"" and some have ""no documentation at all.""","stated on August 29, 2021 in TV interview:",https://www.politifact.com/factchecks/2021/oct/13/patrick-testin/most-afghan-refugees-fort-mccoy-are-not-special-vi/
Joe Biden,"""Thirty years ago, the United States ranked sixth among advanced economies in the share of women in the workforce. You know where we are today? Twenty-three.”","stated on October 5, 2021 in a speech in Howell, Mich.:",https://www.politifact.com/factchecks/2021/oct/08/joe-biden/joe-biden-largely-right-share-us-women-workforce-n/
Anthony Fauci,“There are precious few religions that actually say you cannot” get vaccinated.,"stated on October 3, 2021 in an interview on CNN:",https://www.politifact.com/factchecks/2021/oct/06/anthony-fauci/few-religions-ban-vaccination-counts-little-religi/
Shelley Moore Capito,"“In West Virginia, a gallon of gas is nearly one dollar more than it was a year ago, and we’re paying about 30 cents more for a gallon of milk than we did at this time last year.”","stated on August 12, 2021 in an op-ed:",https://www.politifact.com/factchecks/2021/oct/05/shelley-moore-capito/how-much-have-wva-gas-and-milk-prices-increased-ye/
Cori Bush,"“Approximately 60,000 Canadians currently live undocumented in the USA.”","stated on September 23, 2021 in a tweet:",https://www.politifact.com/factchecks/2021/oct/04/cori-bush/fact-check-how-many-undocumented-canadians-live-us/
Alberta Darling,“Wisconsin Governor (Tony) Evers wanted to raise your taxes by $1 billion in a pandemic. Republicans stopped him and delivered the largest tax CUT in state history.”,"stated on August 25, 2021 in Twitter:",https://www.politifact.com/factchecks/2021/sep/24/alberta-darling/yes-republicans-curbed-evers-plan-raise-taxes-1-bi/
Ron DeSantis,People who “have recovered (from COVID-19) have very strong immunity.”,"stated on September 13, 2021 in remarks at an event in Gainesville, Fla.:",https://www.politifact.com/factchecks/2021/sep/15/ron-desantis/fact-checking-desantis-covid-19-natural-immunity/
Facebook posts,“Ivermectin has been FDA approved for human use since 1996.”,"stated on September 4, 2021 in a Facebook post:",https://www.politifact.com/factchecks/2021/sep/15/facebook-posts/ivermectin-was-approved-fda-treat-some-diseases-no/
Eric Toney,"""I'm the only front-line prosecutor in this race that's actually used the resources of the Wisconsin Crime Lab in the prosecution of cases.""","stated on August 22, 2021 in TV interview:",https://www.politifact.com/factchecks/2021/sep/13/eric-toney/atty-gen-candidate-says-hes-only-front-line-prosec/
Byron Brown,"Before 2020, “crime had been falling, every year, year after year, in the city of Buffalo.”","stated on August 23, 2021 in an interview:",https://www.politifact.com/factchecks/2021/sep/11/byron-brown/buffalo-crime-has-fallen-during-browns-tenure-thou/
Joe Biden,"Women are ""disproportionately impacted by voter ID laws — especially married women who change their names, or those whose IDs do not accurately reflect their gender.""","stated on August 26, 2021 in a proclamation:",https://www.politifact.com/factchecks/2021/sep/07/joe-biden/are-women-disproportionately-impacted-voter-id-law/
Ralph Northam,The Virginia Employment Commission is sixth in the nation for getting benefits to eligible people quickly…”,"stated on August 18, 2021 in a speech.:",https://www.politifact.com/factchecks/2021/sep/07/ralph-northam/virginia-6th-getting-unemployment-checks-out-fast-/
Pramila Jayapal,"“The average hospital stay for a case of COVID-19 costs about $17,064. The vaccine is free.”","stated on August 30, 2021 in an Instagram post:",https://www.politifact.com/factchecks/2021/sep/02/pramila-jayapal/whats-average-cost-covid-19-hospital-stay/
Roy Cooper,"“North Carolina during this pandemic had among the lowest COVID-related deaths, as well as job losses per capita.”","stated on August 4, 2021 in a press conference:",https://www.politifact.com/factchecks/2021/aug/20/roy-cooper/how-do-covid-19-deaths-job-losses-nc-compare-other/
Facebook posts,"""100 Sailors at sea. All vaxxed. All with COVID (seven) weeks following deployment.""","stated on August 12, 2021 in a Facebook post:",https://www.politifact.com/factchecks/2021/aug/19/facebook-posts/facebook-post-omits-context-about-covid-outbreak-a/
Instagram posts,"The man next to Mike Pompeo in a November 2020 photo “is the guy the Trump administration helped get out of jail in 2018 and who is now the 'president' of Afghanistan.""","stated on August 17, 2021 in on social media:",https://www.politifact.com/factchecks/2021/aug/18/instagram-posts/posts-correct-about-trump-administrations-role-rel/
Glenn Youngkin,"“We watched Terry McAuliffe, when he was governor, lower the (accreditation) standards in our schools...”","stated on August 6, 2021 in a radio interview.:",https://www.politifact.com/factchecks/2021/aug/18/glenn-youngkin/mcauliffe-helped-ease-school-accreditation-standar/
Elise Stefanik,"Every time outgoing New York Gov. Andrew Cuomo “says the firearm industry ‘is immune from lawsuits,’ it's false.”","stated on July 6, 2021 in a tweet:",https://www.politifact.com/factchecks/2021/aug/13/elise-stefanik/refereeing-andrew-cuomo-elise-stefanik-firearm-ind/
J.D. Scholten,"“By 2040, 70% of the population is expected to live in just 15 states.”","stated on July 21, 2021 in a tweet:",https://www.politifact.com/factchecks/2021/aug/06/jd-scholten/about-70-percent-us-residents-expected-live-15-lar/
Joe Biden,"When Terry McAuliffe was governor, “Unemployment went down in every single county, including rural Virginia by nearly 50%.","stated on July 23, 2021 in a speech.:",https://www.politifact.com/factchecks/2021/jul/30/joe-biden/bidens-claim-about-virginia-unemployment-largely-h/
Viral image,“George Washington mandated smallpox vaccines for the Continental Army.”,"stated on July 29, 2021 in a tweet:",https://www.politifact.com/factchecks/2021/jul/30/viral-image/yes-george-washington-ordered-troops-be-inoculated/
Joe Biden,"“Ten thousand people have recently died. 9,950 of them, thereabouts, are people who hadn’t been vaccinated.""","stated on July 21, 2021 in a CNN town hall:",https://www.politifact.com/factchecks/2021/jul/22/joe-biden/fact-checking-joe-bidens-figure-unvaccinated-covid/
Joe Biden,"""In 2020, more people voted in America than ever in the history of America, in the middle of a once-in-a-century pandemic.""","stated on July 13, 2021 in a speech in Philadelphia:",https://www.politifact.com/factchecks/2021/jul/13/joe-biden/fact-checking-joe-biden-voter-turnout-2020/
Glenn Youngkin,"“Over the last few years, more Virginians are moving away from Virginia than are moving to Virginia from the other 49 states.”","stated on May 21, 2021 in a radio interview.:",https://www.politifact.com/factchecks/2021/jun/17/glenn-youngkin/are-more-people-leaving-virginia-other-states-movi/
Kedron Bardwell,"""These 2 Ankeny moms standing next to the Governor are known Qanon and anti-vaxx conspiracy theorists.""","stated on May 20, 2021 in a tweet:",https://www.politifact.com/factchecks/2021/jun/11/kedron-bardwell/iowa-moms-governor-have-qanon-ties-shared-anti-vax/
Kamala Harris,"""Sadly during the course of the pandemic one-third of our small businesses have closed.""","stated on June 1, 2021 in an interview on MSNBC:",https://www.politifact.com/factchecks/2021/jun/07/kamala-harris/kamala-harris-claimed-one-third-small-businesses-c/
Clarence McNeill,The use and possession of marijuana on U.S. college campuses “remains prohibited under federal law”,"stated on April 7, 2021 in an email to students:",https://www.politifact.com/factchecks/2021/jun/07/clarence-mcneill/federal-law-still-prohibits-marijuana-use-includin/
Don Huffines,"""Texans have some of the highest property taxes in the nation”","stated on May 10, 2021 in campaign material:",https://www.politifact.com/factchecks/2021/jun/04/don-huffines/texas-has-some-highest-property-taxes-nation/
Facebook posts,The New York Times published an old stock photo of a young girl and claimed Israeli forces killed her during its recent war with Hamas.,"stated on May 29, 2021 in a Facebook post:",https://www.politifact.com/factchecks/2021/jun/03/facebook-posts/fact-checking-claim-new-york-times-used-wrong-phot/
Kamala Harris,The Biden administration’s American Jobs Plan will be “the biggest non-defense investment in research and development in the history of our country.”,"stated on May 5, 2021 in Statement:",https://www.politifact.com/factchecks/2021/may/28/kamala-harris/harris-right-american-jobs-plan-being-largest-incr/
Wisconsin Assembly GOP,“Republicans on the Joint Finance Committee removed more than $8 billion in spending increases from Gov. Evers' budget proposal.”,"stated on May 7, 2021 in Twitter:",https://www.politifact.com/factchecks/2021/may/18/wisconsin-assembly-gop/assembly-gop-touts-taking-spending-out-budget-it-a/
Tony Evers,“Regulating and taxing marijuana—much like we do alcohol—would generate more than $165M in revenue starting in 2022”,"stated on April 14, 2021 in Twitter:",https://www.politifact.com/factchecks/2021/may/12/tony-evers/legal-marijuana-revenue-projections-valid-skew-ove/
Joe Biden,"After the American Rescue Plan’s food and nutrition assistance, “hunger is already sharply down in the United States.”","stated on May 5, 2021 in remarks:",https://www.politifact.com/factchecks/2021/may/10/joe-biden/fact-checking-bidens-claim-about-hunger-sharply-dr/
Tim Scott,Says Democrats blocked his efforts at police reform.,"stated on April 28, 2021 in a GOP response to President Joe Biden's speech:",https://www.politifact.com/factchecks/2021/apr/30/tim-scott/sen-tim-scott-says-democrats-blocked-his-police-re/
Jill Underly,"For mitigating COVID-19 spread, “masks (are) the number one way to do so.""","stated on April 11, 2021 in TV interview:",https://www.politifact.com/factchecks/2021/apr/23/jill-underly/wisconsin-schools-leader-mark-claim-masks-are-fact/
Terry McAuliffe,"“I restored felons’ rights - 173,000 - more than any governor in the history of America.”","stated on April 6, 2021 in a debate.:",https://www.politifact.com/factchecks/2021/apr/19/terry-mcauliffe/mcauliffe-near-top-restoring-ex-felon-voting-right/
