source,statement,description,link
Mark Pocan,"Says Donald Trump's claim that ""there was insufficient evidence and therefore, in our country, a person is innocent"" directly contradicts Special Counsel Robert Mueller’s statement.","stated on May 29, 2019 in a tweet:",https://www.politifact.com/factchecks/2019/may/30/mark-pocan/pocan-says-trump-tweet-contradicted-mueller/
Donald Trump,"""Only 12% of legal immigrants are selected based on skill or based on merit. In countries like Canada, Australia and New Zealand, and others, that number is closer to 60, and even 70 and 75% in some cases.""","stated on May 16, 2019 in an immigration speech:",https://www.politifact.com/factchecks/2019/may/24/donald-trump/donald-trumps-international-comparison-merit-based/
Scott Neitzel,"The state contributed $80 million for the new Bucks arena, but new income tax revenue from basketball events alone ""is estimated to be probably over $600 million over the life of the lease.""","stated on May 12, 2019 in a TV interview:",https://www.politifact.com/factchecks/2019/may/22/scott-neitzel/will-wisconsin-taxpayers-get-tremendous-payback-mo/
Steve Bullock,"""You look at today, only half the 30-year-olds are doing better than their parents were at age 30. When I was being raised, it was 90%.""","stated on May 19, 2019 in an interview on CNN's ""State of the Union"":",https://www.politifact.com/factchecks/2019/may/21/steve-bullock/fact-checking-steve-bullock-decline-american-dream/
Levar Stoney,"""Richmond was one of the only cities in the state that did not (increase) their real estate tax to those pre-recession rates.""","stated on May 14, 2019 in a radio interview.:",https://www.politifact.com/factchecks/2019/may/21/levar-stoney/levar-stoney-mostly-right-about-richmonds-rein-rea/
Cory Booker,"""When Connecticut did licensing, their shootings dropped, their murders dropped 40%. Suicides dropped 15%.""","stated on May 12, 2019 in an interview on ABC This Week:",https://www.politifact.com/factchecks/2019/may/20/cory-booker/fact-checking-cory-bookers-statistic-about-connect/
West Virginia Democratic Party,"""Black women make only around 63 cents while Native American women earn 58 cents, and Hispanic women make just 54 cents in comparison to every dollar a man makes.""","stated on April 2, 2019 in a tweet:",https://www.politifact.com/factchecks/2019/may/16/west-virginia-democratic-party/fact-checking-median-pay-black-hispanic-women/
Bernie Sanders,"Says Wisconsin payday loans have a 574% average annual interest rate, ""exploitative lending that keeps Americans trapped in debt""","stated on May 10, 2019 in a tweet:",https://www.politifact.com/factchecks/2019/may/14/bernie-sanders/bernie-sanders-payday-loans-wisconsin/
Beto O'Rourke,"""Race is the No. 1 indicator for where toxic and polluting facilities are today.""","stated on April 29, 2019 in climate change plan:",https://www.politifact.com/factchecks/2019/may/14/beto-orourke/beto-orourkes-climate-change-plan-says-race-no1-in/
Eric Swalwell,"""The so-called ‘heartbeat’ law outlaws abortion before most women even know that they're pregnant. This is one of the most restrictive anti-abortion laws in our country."" ","stated on May 8, 2019 in posted on Twitter:",https://www.politifact.com/factchecks/2019/may/13/eric-swalwell/eric-swalwells-tweet-about-georgias-new-abortion-r/
Joe Manchin,"""19% of WVians rely on SNAP,"" or food stamps.","stated on March 29, 2019 in a tweet:",https://www.politifact.com/factchecks/2019/may/10/joe-manchin/are-19-west-virginians-food-stamps/
Joe Manchin,"""Nearly 20 million Americans ... have gained health insurance since (the Affordable Care Act) passed in 2010.""","stated on April 17, 2019 in a tweet:",https://www.politifact.com/factchecks/2019/may/10/joe-manchin/have-20-million-americans-gained-health-insurance-/
Joel Griffith,"""Of the 14 wealthy OECD countries with a wealth tax in 1996, 10 have since then abandoned it.""","stated on April 28, 2019 in an op-ed on Fox News:",https://www.politifact.com/factchecks/2019/may/10/joel-griffith/some-countries-ditched-wealth-taxes-what-might-mea/
Cody Smith,"""Our state transportation department already has a heavy debt load and has paid more than $700 million in debt payments in just the last two years.""","stated on March 6, 2019 in a capitol report:",https://www.politifact.com/factchecks/2019/may/08/cody-smith/smiths-statement-modots-debt-adds-needs-context/
Bernie Sanders,"""One out of five Americans cannot afford the cost of prescription drugs.""","stated on April 30, 2019 in an interview on CNN:",https://www.politifact.com/factchecks/2019/may/06/bernie-sanders/sanders-1-out-5-cant-afford-prescription-drugs/
Cory Booker,"""We now have longitudinal data that shows that children born around Superfund sites have dramatically higher rates of birth defects, dramatically higher rates of autism."" ","stated on April 29, 2019 in a cable TV news interview.:",https://www.politifact.com/factchecks/2019/may/01/cory-booker/bookers-argument-environmental-justice-stays-withi/
Tim Ryan,"""Half the country today has either diabetes or prediabetes.""","stated on April 11, 2019 in a town hall in New Hampshire:",https://www.politifact.com/factchecks/2019/apr/29/tim-ryan/does-half-population-have-diabetes-or-prediabetes-/
Kamala Harris,"""One out of 4 diabetes patients in our country cannot afford their insulin.""","stated on April 22, 2019 in a CNN town hall event:",https://www.politifact.com/factchecks/2019/apr/26/kamala-harris/high-cost-insulin-keeping-diabetics-taking-their-m/
John Delaney,"""Most of home care is paid by government programs.""","stated on April 13, 2019 in a Tweet:",https://www.politifact.com/factchecks/2019/apr/25/john-delaney/most-home-care-government-funded/
Nikki Bowmar,"Small businesses in West Virginia make up ""99 percent of the total number of businesses in the state"" and employ ""nearly 50 percent of the state’s workforce.""","stated on March 30, 2019 in a comment in a newspaper article:",https://www.politifact.com/factchecks/2019/apr/24/nikki-bowmar/taking-stock-small-businesses-impact-wva-economy/
Joe Manchin,"""It is estimated that more than 20 veterans die by suicide every day.""","stated on March 18, 2019 in a press release:",https://www.politifact.com/factchecks/2019/apr/24/joe-manchin/do-more-20-veterans-die-suicide-every-day/
Beto O'Rourke,"""Disparities in infant mortality between white America and black America (are) greater today, in 2019, than in the year 1850...""","stated on April 16, 2019 in a speech.:",https://www.politifact.com/factchecks/2019/apr/23/beto-orourke/la-di-dah/
Tim Ryan,"""There is $50 billion a year wasted in the Medicare program."" ","stated on April 11, 2019 in a town hall:",https://www.politifact.com/factchecks/2019/apr/19/tim-ryan/50-billion-medicare-waste-yes-s-how-much-improper-/
Eric Burlison,"Says SJR 11 ""seeks to fix what is very quickly becoming a problem in Missouri — initiative petitions and referendums are being filed at record highs.""","stated on February 13, 2019 in a Senate hearing:",https://www.politifact.com/factchecks/2019/apr/17/eric-burlison/initiative-petitions-were-filed-record-highs-2018-/
Joe Biden,"""People show up in the emergency room with a sprained ankle, 25 percent get an opioid prescription.""","stated on April 11, 2019 in a panel at the University of Pennsylvania:",https://www.politifact.com/factchecks/2019/apr/16/joe-biden/joe-biden-cites-study-found-25-percent-ankle-sprai/
John Hickenlooper,"""We got to almost universal coverage in health care in Colorado.""","stated on March 31, 2019 in in an interview on MSNBC:",https://www.politifact.com/factchecks/2019/apr/11/john-hickenlooper/hickenlooper-expanded-medicaid-created-state-run-m/
Pete Buttigieg,"""We cut unemployment by more than half"" in South Bend, Ind.","stated on April 7, 2019 in an interview on NBC's ""Meet the Press"":",https://www.politifact.com/factchecks/2019/apr/10/pete-buttigieg/did-south-bend-unemployment-fall-half-under-mayor-/
